courseNumber,description
FREN015A,"4 units, lecture, 3 hours; individual study, 3 hours. prerequisite(s): fren 004 with a grade of ""c"" or better or consent of instructor. continued progress towards mastery of the french language. classes conducted entirely in french."
FREN190,"1 to 5 units, to be taken with the consent of the department chair as a means of meeting special curricular problems. course is repeatable."
GEO008,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): none. an introduction to the study of earthquakes and the problems of living in earthquake country. why earthquakes occur, how they are recorded, and what the effects are on man and his structures. the scientific and social consequences of earthquake prediction."
GEO115,"5 units, lecture, 2 hours; laboratory, 6 hours; field, 30 hours per quarter. prerequisite(s): geo 001, may be taken concurrently; math 005a or math 006b or math 007a or math 009a or math 09ha. examines characteristic patterns of bedrock outcrops, surficial deposits, the related landforms, and their representation on maps.  covers unconformities, folds, faults, intrusions, alluvial fans, river terraces, and landforms indicative of glaciers, volcanoes, landslides, and earthquakes.  applies map information to resource and hazard evaluation."
GEO122,"5 units, lecture, 3 hours; laboratory, 5 hours; field trip, 8 to 16 hours per quarter. prerequisite(s): both chem 001b and chem 01lb or both chem 01hb and chem 1hlb (chem 001b, chem 01lb, chem 01hb, and chem 1hlb may be taken concurrently); geo 001 with a grade of ""c-"" or better. provides an introduction to common and important minerals and their identification using structural, crystallographic, and optical microscopy methods. stresses distinctive structural and chemical features, diagnostic physical and optical properties, anthropogenic uses, commonly associated minerals, and the growth and development of minerals in various geologic environments."
GEO151,"4 units, lecture, 3 hours; laboratory, 3 hours; one 1-day field trip. prerequisite(s): biol 010/geo 003 with a grade of ""c-"" or better or biol 005c. emphasis is on understanding fossils as living organisms. topics include fundamentals of evolution and the fossil record, introductory morphometrics and biosystemic theory, functional morphology, and metazoan organization and classification."
GEO190,"1 to 5 units, individual study, 3 to 15 hours. prerequisite(s): upper-division standing; consent of instructor and department chair. individual study to meet special curricular needs. course is repeatable to a maximum of 9 units."
GEO240,"1 unit, seminar, 1 hour. prerequisite(s): graduate standing or consent of instructor. explores selected contemporary topics in the areas of earthquake and fault processes, geophysics, active tectonics, and seismology. graded satisfactory (s) or no credit (nc). course is repeatable to a maximum of 12 units."
GEO251I,"3 to 5 units, seminar, 3 hours; laboratory, 0 to 6 hours. prerequisite(s): graduate standing; and consent of instructor. selected advanced topics in invertebrate paleontology. content varies from quarter to quarter. after consultation with the instructor, students enroll in only the seminar (3 units) or in both the seminar and laboratory (4-5 units). may be taken satisfactory (s) or no credit (nc) with consent of instructor and graduate advisor. course is repeatable."
GEO301,"1 units, seminar, 1 hour. prerequisite(s): graduate standing in geological sciences. a program of weekly meetings and individual formative evaluation required of new teaching assistants for geosciences courses. covers instructional methods and classroom/section activities most suitable for teaching geosciences. conducted by the teaching assistant development program. graded satisfactory (s) or no credit (nc). course is repeatable."
GEO302,"1 to 4 units, seminar, 1 to 4 hours; practicum, 2 to 8 hours. prerequisite(s): restricted to those graduate students appointed as teaching assistants supervised teaching of upper and lower-division courses in geosciences. required of all teaching assistants. graded satisfactory (s) or no credit (nc). course is repeatable for credit, but units not applicable toward degree unit requirements."
GER001,"4 units,  lecture, 4 hours. prerequisite(s): none. an introduction to the sound system and grammar of german. focuses on the development of the four skills: listening, speaking, reading, and writing. classes conducted in german as much as possible. credit is awarded for only one of the following sequences: ger 001, ger 002, and ger 003; ger 010a and ger 010b."
GER004,"4 units, seminar, 4 hours. prerequisite(s): ger 003 with a grade of c- or better or ger 010b with a grade of c- or better or equivalent.  involves a grammar review combined with introductory readings of contemporary authors. develops active language skills through readings, audiovisual media, and field trips."
GER190,"1 to 5 units, tutorial, 1 to 4 hours. prerequisite(s): graduate standing. to be taken with the consent of the department chair as a means of meeting special curricular problems. course is repeatable."
GBST001,"5 units, lecture, 3 hours; discussion, 1 hour; extra reading, 3 hours. a survey of the historical and cultural processes that have made the world more interconnected."
GBST190,"1 to 5 units, individual study, 3 to 15 hours. prerequisite(s): consent of program chair. individual study, directed by a faculty member, to meet special curricular needs. course is repeatable to a maximum of 15 units."
GBST302,"1 to 4 units, practicum, 3 to 12 hours. prerequisite(s): appointment as a teaching assistant; graduate standing. supervised teaching in undergraduate global studies courses. required of all global studies teaching assistants graded satisfactory (s) or no credit (nc). course is repeatable to a maximum of 4 units."
