courseNumber,description
MGT299,"1 to 12 units, tutorial, 3 to 36 hours prerequisite(s): graduate standing; and consent of instructor. research for thesis and dissertation. graded satisfactory (s) or no credit (nc). course is repeatable."
MGT400A,"4 units, lecture, 20 hours per quarter; discussion, 20 hours per quarter.  prerequisite(s): graduate standing and consent of instructor or admission to the master of professional accountancy (m.p.ac.) program. technical accounting theory and principles necessary for graduate work. credit toward degree limited to m.p.ac. students."
MGT400E,"4 units, lecture, 20 hours per quarter; discussion, 20 hours per quarter. prerequisite(s): graduate standing and consent of instructor or admission to the master of professional accountancy (m.p.ac.) program.  audit and assurance concepts necessary for graduate work."
MGT402,"2 units, seminar, 1 hour; consultation, 1 hour; individual study,4 hours. prerequisite(s):  graduate standing in a program in the anderson graduate school of management.  provides skill development and experience to network in person and via social media outlets. offers a platform for practical implementation of effective job search strategies in various industries. sets stage for development and presentation of student's ideas clearly at internship and job interviews. graded satisfactory (s) or no credit (nc)."
MSE197,"1 to 4 units, laboratory, 3 to 12 hours. prerequisite(s): sophomore or junior or senior standing in materials science and engineering or consent of instructor research conducted under the supervision of a mse faculty member on selected problems in materials science and engineering supporting the focus area of the student. course is repeatable to a maximum of 8 units; maximum of 4 units may count toward the technical elective requirement."
MSE200,"4 units, lecture, 4 hours. prerequisite(s):  restricted to major(s) materials science and engineer;  graduate standing;  or consent of instructor. introduces the fundamentals of materials science and engineering including materials selection, processing, and manufacturing. utilizes materials design, selection-based approach, and team activities to enhance learning and presentations. provides information on how to research and survey literature and make technical presentations."
MSE207,"4 units, lecture, 3 hours; research, 3 hours. prerequisite(s): math 046, phys 040a; or consent of instructor. covers topics in quantum mechanics including schroedinger equation; operator formalism; harmonic oscillator; quantum wells; spin, bosons, and fermions; solids; perturbation theory; wentzel-kramers-brillouin approximation; tunneling; tight-binding model; quantum measurements; quantum cryptography; and quantum computing. cross-listed with ee 201."
MSE212,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): ee 208 or mse 227b;  graduate standing;  or consent of instructor. covers the theory and methods used to model quantum electron transport in ultrascaled traditional semiconductor devices such as transistors, nanoscaled research semiconductor devices (such as quantum dots), and novel electronic material systems (such as carbon nanotubes and molecular wires.)  may be taken satisfactory (s) or no credit (nc) with consent of instructor and graduate advisor.   cross-listed with ee 212."
MSE214,"4 units, lecture, 3 hours; discussion, 1 hour. prerequisite(s): phys 221c;  graduate standing;  or consent of instructor. topics include classical and quantum theories of the electron gas; crystal and reciprocal lattices; crystal symmetries; electrons in a periodic potential; nearly free electrons; tight binding; band structure; metals, insulators and semiconductors; semiclassical dynamics; and semiclassical transport.  may be taken satisfactory (s) or no credit (nc) with consent of instructor and graduate advisor.   cross-listed with phys 240a."
MSE245C,"3 units, lecture, 3 hours. prerequisite(s): graduate standing in chemistry, physics, engineering, or a related subject or consent of instructor provides a condensed, interdisciplinary overview of selected fields of nanoscience and emerging nanotechnological applications. focuses on applications relevant for the campus research community that are not based on electronic applications of silicon. cross-listed with chem 203."
MSE246,"4 units, lecture, 2 hours; discussion, 1 hours; practicum, 3 hours. prerequisite(s): graduate standing or consent of instructor. bien 224 online section; enrollment in the online master-in-science in engineering program. emphasizes biophysical and engineering concepts intrinsic to specific topics at the cellular and molecular level.  includes receptor-ligand dynamics in cell signaling and function; dna replication and rna processing; cellular and protein sorting; control of gene expression; membrane structure, transport and traffic; biological signal transduction; and mechanics of cell division. may be taken satisfactory (s) or no credit (nc) with consent of instructor and graduate advisor. cross-listed with bien 224."
